# exported by xylib from a canberra_cnf file

### block #0 Sample title.
# date and time: Sat, 2015-10-03 12:49:13
# energy calib 0: 0
# energy calib 1: 0.125
# energy calib 2: 0
# live time (s): 9785.77
# real time (s): 10800.00
# column_1	column_2
148.125000	474.000000
148.250000	431.000000
148.375000	452.000000
148.500000	434.000000
148.625000	409.000000
148.750000	413.000000
148.875000	395.000000
149.000000	408.000000
149.125000	395.000000
149.250000	415.000000
149.375000	395.000000
149.500000	403.000000
149.625000	386.000000
149.750000	388.000000
149.875000	355.000000
150.000000	348.000000
150.125000	347.000000
150.250000	349.000000
150.375000	331.000000
150.500000	310.000000
150.625000	342.000000
150.750000	324.000000
150.875000	303.000000
151.000000	285.000000
151.125000	262.000000
151.250000	280.000000
151.375000	298.000000
151.500000	262.000000
151.625000	245.000000
151.750000	241.000000
151.875000	237.000000
152.000000	259.000000
152.125000	229.000000
152.250000	222.000000
152.375000	218.000000
152.500000	196.000000
152.625000	146.000000
152.750000	185.000000
152.875000	173.000000
153.000000	180.000000
153.125000	175.000000
153.250000	178.000000
153.375000	152.000000
153.500000	160.000000
153.625000	149.000000
153.750000	160.000000
153.875000	146.000000
154.000000	162.000000
154.125000	135.000000
154.250000	155.000000
154.375000	125.000000
154.500000	137.000000
154.625000	125.000000
154.750000	108.000000
154.875000	126.000000
155.000000	118.000000
155.125000	116.000000
155.250000	113.000000
155.375000	115.000000
155.500000	117.000000
155.625000	93.000000
155.750000	96.000000
155.875000	101.000000
156.000000	94.000000
156.125000	99.000000
156.250000	90.000000
156.375000	88.000000
156.500000	89.000000
156.625000	86.000000
156.750000	81.000000
156.875000	70.000000
157.000000	86.000000
157.125000	76.000000
157.250000	84.000000
157.375000	78.000000
157.500000	72.000000
157.625000	71.000000
157.750000	69.000000
157.875000	71.000000
158.000000	80.000000
158.125000	72.000000
158.250000	66.000000
158.375000	56.000000
158.500000	48.000000
158.625000	67.000000
158.750000	81.000000
158.875000	61.000000
159.000000	52.000000
159.125000	48.000000
159.250000	63.000000
159.375000	63.000000
159.500000	60.000000
159.625000	57.000000
159.750000	58.000000
159.875000	52.000000
160.000000	40.000000
160.125000	73.000000
160.250000	55.000000
160.375000	46.000000
160.500000	51.000000
160.625000	64.000000
160.750000	51.000000
160.875000	34.000000
161.000000	53.000000
161.125000	58.000000
161.250000	63.000000
161.375000	55.000000
161.500000	48.000000
